Date,Rainfall_mm,Month,Year,Rain_3day,Rain_7day,Is_Rain,Rain_Streak
2005-05-01,7.5995,5,2005,13.094499999999993,45.885799999999996,True,2
2005-05-02,0.0,5,2005,13.094499999999993,35.0745,False,0
2005-05-03,0.0,5,2005,7.599499999999993,24.0845,False,0
2005-05-04,22.7985,5,2005,22.798499999999994,41.388000000000005,True,1
2005-05-05,22.7985,5,2005,45.596999999999994,58.6915,True,2
2005-05-06,26.7009,5,2005,72.2979,85.39240000000001,True,3
2005-05-07,26.7009,5,2005,76.2003,106.5983,True,4
2005-05-08,8.9003,5,2005,62.302099999999996,107.89909999999999,True,5
2005-05-09,0.0,5,2005,35.60119999999999,107.8991,False,0
2005-05-10,8.9003,5,2005,17.800599999999992,116.7994,True,1
2005-05-11,37.1705,5,2005,46.07079999999999,131.1714,True,2
2005-05-12,37.1705,5,2005,83.2413,145.5434,True,3
2005-05-13,0.0,5,2005,74.34099999999998,118.8425,False,0
2005-05-14,0.0,5,2005,37.17049999999999,92.14160000000001,False,0
2005-05-15,37.1705,5,2005,37.17049999999999,120.4118,True,1
2005-05-16,0.0,5,2005,37.17049999999999,120.4118,False,0
2005-05-17,0.0,5,2005,37.17049999999999,111.5115,False,0
2005-05-18,0.0,5,2005,0.0,74.341,False,0
2005-05-19,0.0,5,2005,0.0,37.1705,False,0
2005-05-20,0.0,5,2005,0.0,37.1705,False,0
2005-05-21,0.0,5,2005,0.0,37.1705,False,0
2005-05-22,0.0,5,2005,0.0,0.0,False,0
2005-05-23,22.2916,5,2005,22.291599999999992,22.2916,True,1
2005-05-24,0.0,5,2005,22.291599999999992,22.2916,False,0
2005-05-25,16.7187,5,2005,39.01029999999999,39.0103,True,1
2005-05-26,0.0,5,2005,16.71869999999999,39.0103,False,0
2005-05-27,0.0,5,2005,16.71869999999999,39.0103,False,0
2005-05-28,0.0,5,2005,0.0,39.0103,False,0
2005-05-29,0.0,5,2005,0.0,39.0103,False,0
2005-05-30,0.0,5,2005,0.0,16.7187,False,0
2005-05-31,19.6444,5,2005,19.644399999999994,36.3631,True,1
2005-06-01,0.0,6,2005,19.644399999999994,19.6444,False,0
2005-06-02,0.0,6,2005,19.644399999999994,19.6444,False,0
2005-06-03,29.4753,6,2005,29.475299999999994,49.1197,True,1
2005-06-04,29.4753,6,2005,58.950599999999994,78.595,True,2
2005-06-05,14.7377,6,2005,73.6883,93.3327,True,3
2005-06-06,33.0961,6,2005,77.30909999999999,126.4288,True,4
2005-06-07,33.0961,6,2005,80.92989999999999,139.88049999999998,True,5
2005-06-08,0.0,6,2005,66.19219999999999,139.88049999999998,False,0
2005-06-09,0.0,6,2005,33.09609999999999,139.88049999999998,False,0
2005-06-10,0.0,6,2005,0.0,110.4052,False,0
2005-06-11,0.0,6,2005,0.0,80.9299,False,0
2005-06-12,33.3898,6,2005,33.389799999999994,99.582,True,1
2005-06-13,33.3898,6,2005,66.77959999999999,99.8757,True,2
2005-06-14,33.3898,6,2005,100.1694,100.1694,True,3
2005-06-15,44.5197,6,2005,111.29929999999999,144.6891,True,4
2005-06-16,0.0,6,2005,77.9095,144.6891,False,0
2005-06-17,12.2287,6,2005,56.74839999999999,156.9178,True,1
2005-06-18,0.0,6,2005,12.228699999999993,156.9178,False,0
2005-06-19,12.2287,6,2005,24.457399999999993,135.7567,True,1
2005-06-20,0.0,6,2005,12.228699999999993,102.3669,False,0
2005-06-21,44.8924,6,2005,57.1211,113.86950000000002,True,1
2005-06-22,39.2809,6,2005,84.17329999999998,108.63070000000002,True,2
2005-06-23,19.6404,6,2005,103.81369999999998,128.27110000000002,True,3
2005-06-24,39.2809,6,2005,98.2022,155.32330000000002,True,4
2005-06-25,0.0,6,2005,58.921299999999995,155.32330000000002,False,0
2005-06-26,0.0,6,2005,39.280899999999995,143.0946,False,0
2005-06-27,6.9005,6,2005,6.900499999999993,149.9951,True,1
2005-06-28,0.0,6,2005,6.900499999999993,105.1027,False,0
2005-06-29,13.801,6,2005,20.701499999999992,79.6228,True,1
2005-06-30,0.0,6,2005,13.800999999999993,59.9824,False,0
2005-07-01,0.0,7,2005,13.800999999999995,20.7015,False,0
2005-07-02,0.0,7,2005,0.0,20.7015,False,0
2005-07-03,0.0,7,2005,0.0,20.7015,False,0
2005-07-04,0.0,7,2005,0.0,13.800999999999998,False,0
2005-07-05,0.0,7,2005,0.0,13.800999999999998,False,0
2005-07-06,10.2775,7,2005,10.277499999999993,10.2775,True,1
2005-07-07,0.0,7,2005,10.277499999999993,10.2775,False,0
2005-07-08,0.0,7,2005,10.277499999999993,10.2775,False,0
2005-07-09,10.2775,7,2005,10.277499999999993,20.555,True,1
2005-07-10,20.555,7,2005,30.832499999999992,41.11,True,2
2005-07-11,36.6624,7,2005,67.49489999999999,77.7724,True,3
2005-07-12,9.1656,7,2005,66.383,86.938,True,4
2005-07-13,0.0,7,2005,45.827999999999996,76.6605,False,0
2005-07-14,9.1656,7,2005,18.331199999999992,85.8261,True,1
2005-07-15,27.4968,7,2005,36.66239999999999,113.32289999999999,True,2
2005-07-16,20.1015,7,2005,56.76389999999999,123.1469,True,3
2005-07-17,10.0508,7,2005,57.6491,112.6427,True,4
2005-07-18,0.0,7,2005,30.152299999999997,75.9803,False,0
2005-07-19,0.0,7,2005,10.050799999999994,66.8147,False,0
2005-07-20,0.0,7,2005,0.0,66.8147,False,0
2005-07-21,0.0,7,2005,0.0,57.6491,False,0
2005-07-22,0.0,7,2005,0.0,30.152300000000004,False,0
2005-07-23,0.0,7,2005,0.0,10.0508,False,0
2005-07-24,0.0,7,2005,0.0,0.0,False,0
2005-07-25,0.0,7,2005,0.0,0.0,False,0
2005-07-26,0.0,7,2005,0.0,0.0,False,0
2005-07-27,0.0,7,2005,0.0,0.0,False,0
2005-07-28,0.0,7,2005,0.0,0.0,False,0
2005-07-29,0.0,7,2005,0.0,0.0,False,0
2005-07-30,0.0,7,2005,0.0,0.0,False,0
2005-07-31,0.0,7,2005,0.0,0.0,False,0
2005-08-01,10.4821,8,2005,10.482099999999994,10.4821,True,1
2005-08-02,38.5964,8,2005,49.0785,49.078500000000005,True,2
2005-08-03,19.0205,8,2005,68.09899999999999,68.099,True,3
2005-08-04,5.1716,8,2005,62.78849999999999,73.2706,True,4
2005-08-05,0.0,8,2005,24.19209999999999,73.2706,False,0
2005-08-06,6.019,8,2005,11.190599999999993,79.28960000000001,True,1
2005-08-07,0.0,8,2005,6.018999999999993,79.28960000000001,False,0
2005-08-08,0.0,8,2005,6.018999999999993,68.8075,False,0
2005-08-09,0.0,8,2005,0.0,30.2111,False,0
2005-08-10,0.0,8,2005,0.0,11.1906,False,0
2005-08-11,28.8179,8,2005,28.817899999999995,34.8369,True,1
2005-08-12,16.9689,8,2005,45.7868,51.805800000000005,True,2
2005-08-13,7.0216,8,2005,52.8084,52.808400000000006,True,3
2005-08-14,0.0,8,2005,23.990499999999994,52.808400000000006,False,0
2005-08-15,0.0,8,2005,7.021599999999993,52.808400000000006,False,0
2005-08-16,0.0,8,2005,0.0,52.808400000000006,False,0
2005-08-17,4.433,8,2005,4.432999999999993,57.241400000000006,False,0
2005-08-18,21.2014,8,2005,25.634399999999992,49.6249,True,1
2005-08-19,7.6132,8,2005,33.24759999999999,40.2692,True,2
2005-08-20,0.0,8,2005,28.81459999999999,33.2476,False,0
2005-08-21,17.8617,8,2005,25.47489999999999,51.10929999999999,True,1
2005-08-22,7.0902,8,2005,24.95189999999999,58.19949999999999,True,2
2005-08-23,4.6359,8,2005,29.587799999999994,62.83539999999999,False,0
2005-08-24,35.8598,8,2005,47.585899999999995,94.26219999999999,True,1
2005-08-25,0.0,8,2005,40.49569999999999,73.0608,False,0
2005-08-26,11.7045,8,2005,47.56429999999999,77.15209999999999,True,1
2005-08-27,10.1778,8,2005,21.882299999999994,87.3299,True,2
2005-08-28,0.0,8,2005,21.882299999999994,69.4682,False,0
2005-08-29,0.0,8,2005,10.177799999999992,62.378,False,0
2005-08-30,6.9972,8,2005,6.997199999999993,64.7393,True,1
2005-08-31,0.0,8,2005,6.997199999999993,28.8795,False,0
2005-09-01,0.0,9,2005,6.997199999999993,28.8795,False,0
2005-09-02,0.0,9,2005,0.0,17.175,False,0
2005-09-03,0.0,9,2005,0.0,6.9972,False,0
2005-09-04,0.0,9,2005,0.0,6.9972,False,0
2005-09-05,0.0,9,2005,0.0,6.9972,False,0
2005-09-06,0.0,9,2005,0.0,0.0,False,0
2005-09-07,0.0,9,2005,0.0,0.0,False,0
2005-09-08,0.0,9,2005,0.0,0.0,False,0
2005-09-09,0.0,9,2005,0.0,0.0,False,0
2005-09-10,0.0,9,2005,0.0,0.0,False,0
2005-09-11,0.0,9,2005,0.0,0.0,False,0
2005-09-12,0.0,9,2005,0.0,0.0,False,0
2005-09-13,0.0,9,2005,0.0,0.0,False,0
2005-09-14,89.5906,9,2005,89.5906,89.5906,True,1
2005-09-15,0.0,9,2005,89.5906,89.5906,False,0
2005-09-16,0.0,9,2005,89.5906,89.5906,False,0
2005-09-17,0.0,9,2005,0.0,89.5906,False,0
2005-09-18,59.1259,9,2005,59.1259,148.7165,True,1
2005-09-19,0.0,9,2005,59.1259,148.7165,False,0
2005-09-20,0.0,9,2005,59.1259,148.7165,False,0
2005-09-21,54.9092,9,2005,54.9092,114.0351,True,1
2005-09-22,54.9092,9,2005,109.8184,168.9443,True,2
2005-09-23,0.0,9,2005,109.8184,168.9443,False,0
2005-09-24,0.0,9,2005,54.9092,168.9443,False,0
2005-09-25,0.0,9,2005,0.0,109.8184,False,0
2005-09-26,0.0,9,2005,0.0,109.8184,False,0
2005-09-27,0.0,9,2005,0.0,109.8184,False,0
2005-09-28,0.0,9,2005,0.0,54.9092,False,0
2005-09-29,33.4627,9,2005,33.4627,33.4627,True,1
2005-09-30,66.9255,9,2005,100.3882,100.3882,True,2
2005-10-01,16.6949,10,2005,117.0831,117.0831,True,3
2005-10-02,0.0,10,2005,83.6204,117.0831,False,0
2005-10-03,0.0,10,2005,16.6949,117.0831,False,0
2005-10-04,0.0,10,2005,0.0,117.0831,False,0
2005-10-05,16.6949,10,2005,16.6949,133.778,True,1
2005-10-06,0.0,10,2005,16.6949,100.31530000000001,False,0
2005-10-07,0.0,10,2005,16.6949,33.3898,False,0
2005-10-08,0.0,10,2005,0.0,16.6949,False,0
2005-10-09,29.235,10,2005,29.235,45.9299,True,1
2005-10-10,0.0,10,2005,29.235,45.9299,False,0
2005-10-11,0.0,10,2005,29.235,45.9299,False,0
2005-10-12,21.9929,10,2005,21.9929,51.2279,True,1
2005-10-13,21.9929,10,2005,43.9858,73.2208,True,2
2005-10-14,32.9893,10,2005,76.9751,106.2101,True,3
2005-10-15,10.9964,10,2005,65.9786,117.20649999999999,True,4
2005-10-16,7.9908,10,2005,51.9765,95.9623,True,5
2005-10-17,18.2647,10,2005,37.2519,114.227,True,6
2005-10-18,23.9724,10,2005,50.2279,138.1994,True,7
2005-10-19,31.9632,10,2005,74.2003,148.1697,True,8
2005-10-20,0.0,10,2005,55.9356,126.1768,False,0
2005-10-21,29.3378,10,2005,61.301,122.5253,True,1
2005-10-22,22.0034,10,2005,51.3412,133.53230000000002,True,2
2005-10-23,36.6723,10,2005,88.0135,162.2138,True,3
2005-10-24,22.0034,10,2005,80.6791,165.9525,True,4
2005-10-25,0.0,10,2005,58.6757,141.9801,False,0
2005-10-26,0.0,10,2005,22.0034,110.01689999999999,False,0
2005-10-27,32.8513,10,2005,32.8513,142.8682,True,1
2005-10-28,10.9504,10,2005,43.801700000000004,124.4808,True,2
2005-10-29,43.8017,10,2005,87.6034,146.2791,True,3
2005-10-30,0.0,10,2005,54.7521,109.60679999999999,False,0
2005-10-31,32.8513,10,2005,76.65299999999999,120.4547,True,1
2005-11-01,20.2406,11,2005,53.0919,140.6953,True,2
2005-11-02,6.7469,11,2005,59.838800000000006,147.44219999999999,True,3
2005-11-03,26.9875,11,2005,53.975,141.5784,True,4
2005-11-04,13.4938,11,2005,47.2282,144.1218,True,5
2005-11-05,6.7469,11,2005,47.2282,107.06700000000001,True,6
2005-11-06,8.667,11,2005,28.9077,115.73400000000001,True,7
2005-11-07,26.001,11,2005,41.4149,108.8837,True,8
2005-11-08,0.0,11,2005,34.668000000000006,88.6431,False,0
2005-11-09,8.667,11,2005,34.668000000000006,90.5632,True,1
2005-11-10,8.667,11,2005,17.334,72.2427,True,2
2005-11-11,23.799,11,2005,41.132999999999996,82.5479,True,3
2005-11-12,0.0,11,2005,32.465999999999994,75.801,False,0
2005-11-13,20.8241,11,2005,44.6231,87.9581,True,1
2005-11-14,10.4121,11,2005,31.236200000000004,72.3692,True,2
2005-11-15,0.0,11,2005,31.236200000000004,72.3692,False,0
2005-11-16,6.5847,11,2005,16.9968,70.2869,True,1
2005-11-17,6.5847,11,2005,13.1694,68.2046,True,2
2005-11-18,0.0,11,2005,13.1694,44.40560000000001,False,0
2005-11-19,19.754,11,2005,26.338700000000003,64.15960000000001,True,1
2005-11-20,13.1694,11,2005,32.9234,56.504900000000006,True,2
2005-11-21,24.7399,11,2005,57.6633,70.8327,True,3
2005-11-22,0.0,11,2005,37.909299999999995,70.8327,False,0
2005-11-23,0.0,11,2005,24.739899999999995,64.248,False,0
2005-11-24,32.9866,11,2005,32.986599999999996,90.6499,True,1
2005-11-25,24.7399,11,2005,57.7265,115.3898,True,2
2005-11-26,28.9701,11,2005,86.6966,124.60589999999999,True,3
2005-11-27,38.6268,11,2005,92.33680000000001,150.0633,True,4
2005-11-28,28.9701,11,2005,96.567,154.2935,True,5
2005-11-29,11.0362,11,2005,78.63310000000001,165.3297,True,6
2005-11-30,0.0,11,2005,40.0063,165.3297,False,0
2005-12-01,18.6265,12,2005,29.662700000000005,150.96959999999999,True,1
2005-12-02,21.2874,12,2005,39.91390000000001,147.5171,True,2
2005-12-03,9.3132,12,2005,49.22710000000001,127.8602,True,3
2005-12-04,18.6265,12,2005,49.22710000000001,107.8599,True,4
2005-12-05,18.6265,12,2005,46.56620000000001,97.5163,True,5
2005-12-06,13.1948,12,2005,50.4478,99.67490000000001,True,6
2005-12-07,4.3983,12,2005,36.21960000000001,104.0732,False,0
2005-12-08,17.5931,12,2005,35.1862,103.03979999999999,True,1
2005-12-09,13.1948,12,2005,35.1862,94.94720000000001,True,2
2005-12-10,13.1948,12,2005,43.98270000000001,98.8288,True,3
2005-12-11,8.9261,12,2005,35.31570000000001,89.1284,True,4
2005-12-12,8.9261,12,2005,31.047000000000004,79.42800000000001,True,5
2005-12-13,8.9261,12,2005,26.7783,75.1593,True,6
2005-12-14,26.7782,12,2005,44.6304,97.5392,True,7
2005-12-15,22.3152,12,2005,58.01950000000001,102.2613,True,8
2005-12-16,9.0736,12,2005,58.167,98.14009999999999,True,9
2005-12-17,9.0736,12,2005,40.4624,94.0189,True,10
2005-12-18,12.0981,12,2005,30.2453,97.1909,True,11
2005-12-19,6.0491,12,2005,27.220800000000004,94.3139,True,12
2005-12-20,6.0491,12,2005,24.1963,91.43690000000001,True,13
2005-12-21,14.8451,12,2005,26.9433,79.50380000000001,True,14
2005-12-22,7.4225,12,2005,28.3167,64.61110000000001,True,15
2005-12-23,14.8451,12,2005,37.112700000000004,70.3826,True,16
2005-12-24,0.0,12,2005,22.2676,61.309,False,0
2005-12-25,22.2676,12,2005,37.112700000000004,71.4785,True,1
2005-12-26,0.0,12,2005,22.2676,65.4294,False,0
2005-12-27,14.9886,12,2005,37.2562,74.3689,True,1
2005-12-28,11.2414,12,2005,26.23,70.7652,True,2
2005-12-29,11.2414,12,2005,37.4714,74.5841,True,3
2005-12-30,3.7471,12,2005,26.229900000000004,63.4861,False,0
2005-12-31,18.7357,12,2005,33.7242,82.2218,True,1
2006-01-01,10.0729,1,2006,32.5557,70.0271,True,2
2006-01-02,5.0365,1,2006,33.8451,75.06360000000001,True,3
2006-01-03,25.1824,1,2006,40.2918,85.2574,True,4
2006-01-04,10.0729,1,2006,40.2918,84.08890000000001,True,5
2006-01-05,10.0729,1,2006,45.32820000000001,82.9204,True,6
2006-01-06,17.9109,1,2006,38.056700000000006,97.08420000000001,True,7
2006-01-07,17.9109,1,2006,45.8947,96.2594,True,8
2006-01-08,8.9555,1,2006,44.7773,95.14200000000001,True,9
2006-01-09,13.4332,1,2006,40.2996,103.5387,True,10
2006-01-10,13.4332,1,2006,35.8219,91.7895,True,11
2006-01-11,15.6405,1,2006,42.5069,97.3571,True,12
2006-01-12,26.0676,1,2006,55.1413,113.3518,True,13
2006-01-13,15.6405,1,2006,57.3486,111.0814,True,14
2006-01-14,26.0676,1,2006,67.7757,119.2381,True,15
2006-01-15,20.8541,1,2006,62.562200000000004,131.1367,True,16
2006-01-16,11.6733,1,2006,58.595,129.3768,True,17
2006-01-17,26.6818,1,2006,59.209199999999996,142.62539999999998,True,18
2006-01-18,5.8367,1,2006,44.19179999999999,132.8216,True,19
2006-01-19,17.51,1,2006,50.028499999999994,124.264,True,20
2006-01-20,5.8367,1,2006,29.183400000000002,114.4602,True,21
2006-01-21,16.9744,1,2006,40.3211,105.36699999999999,True,22
2006-01-22,8.4872,1,2006,31.298299999999998,93.0001,True,23
2006-01-23,25.4616,1,2006,50.9232,106.7884,True,24
2006-01-24,25.4616,1,2006,59.41040000000001,105.56819999999999,True,25
2006-01-25,0.0,1,2006,50.92320000000001,99.7315,False,0
2006-01-26,5.849,1,2006,31.3106,88.0705,True,1
2006-01-27,23.3959,1,2006,29.2449,105.6297,True,2
2006-01-28,40.9429,1,2006,70.18780000000001,129.59820000000002,True,3
2006-01-29,17.547,1,2006,81.8858,138.65800000000002,True,4
2006-01-30,5.849,1,2006,64.3389,119.0454,True,5
2006-01-31,5.849,1,2006,29.245,99.43280000000001,True,6
2006-02-01,7.2841,2,2006,18.9821,106.71690000000001,True,7
2006-02-02,14.5683,2,2006,27.7014,115.43620000000001,True,8
2006-02-03,7.2841,2,2006,29.136499999999998,99.32440000000001,True,9
2006-02-04,14.5683,2,2006,36.4207,72.9498,True,10
2006-02-05,7.2841,2,2006,29.136499999999998,62.6869,True,11
2006-02-06,45.6876,2,2006,67.54,102.5255,True,12
2006-02-07,0.0,2,2006,52.971700000000006,96.6765,False,0
2006-02-08,0.0,2,2006,45.6876,89.39240000000001,False,0
2006-02-09,13.1643,2,2006,13.1643,87.98840000000001,True,1
2006-02-10,0.0,2,2006,13.1643,80.7043,False,0
2006-02-11,0.0,2,2006,13.1643,66.13600000000001,False,0
2006-02-12,0.0,2,2006,0.0,58.8519,False,0
2006-02-13,18.003,2,2006,18.003,31.1673,True,1
2006-02-14,0.0,2,2006,18.003,31.1673,False,0
2006-02-15,6.001,2,2006,24.004,37.1683,True,1
2006-02-16,23.7131,2,2006,29.714100000000002,47.7171,True,2
2006-02-17,15.8087,2,2006,45.522800000000004,63.525800000000004,True,3
2006-02-18,23.7131,2,2006,63.2349,87.2389,True,4
2006-02-19,7.9044,2,2006,47.4262,95.1433,True,5
2006-02-20,15.8087,2,2006,47.426199999999994,92.949,True,6
2006-02-21,21.7708,2,2006,45.483900000000006,114.7198,True,7
2006-02-22,21.7708,2,2006,59.350300000000004,130.4896,True,8
2006-02-23,10.8854,2,2006,54.427,117.6619,True,9
2006-02-24,21.7708,2,2006,54.427,123.624,True,10
2006-02-25,16.3281,2,2006,48.9843,116.239,True,11
2006-02-26,28.0532,2,2006,66.1521,136.3878,True,12
2006-02-27,18.7021,2,2006,63.0834,139.2812,True,13
2006-02-28,18.7021,2,2006,65.4574,136.2125,True,14
2006-03-01,13.0167,3,2006,50.4209,127.45840000000001,True,15
2006-03-02,0.0,3,2006,31.7188,116.57300000000001,False,0
2006-03-03,13.0167,3,2006,26.0334,107.8189,True,1
2006-03-04,6.5084,3,2006,19.525100000000002,97.9992,True,2
2006-03-05,13.0167,3,2006,32.5418,82.9627,True,3
2006-03-06,7.2012,3,2006,26.726300000000002,71.4618,True,4
